MUNICIPIO,IDHM,IDHMR
AngicoTO,0.648,0.576
Dilermando de AguiarRS,0.648,0.681
Rio MansoMG,0.648,0.676
Frei InocêncioMG,0.648,0.624
FelixlândiaMG,0.648,0.651
Cabeceira GrandeMG,0.648,0.638
UbajaraCE,0.648,0.595
Capela NovaMG,0.648,0.602
Cardoso MoreiraRJ,0.648,0.653
São João do OrienteMG,0.648,0.631
Santa Maria de ItabiraMG,0.648,0.622
Reserva do IguaçuPR,0.648,0.636
Passa-VinteMG,0.648,0.662
Brejo SantoCE,0.647,0.596
Presidente FigueiredoAM,0.647,0.627
Santana do JacaréMG,0.647,0.655
CachoeiraBA,0.647,0.615
CaracolMS,0.647,0.628
Valença do PiauíPI,0.647,0.62
Vila BoaGO,0.647,0.619
SalinópolisPA,0.647,0.628
IbatibaES,0.647,0.651
EstânciaSE,0.647,0.627
Santana dos MontesMG,0.647,0.608
MunhozMG,0.647,0.634
Bocaina do SulSC,0.647,0.642
GoiabeiraMG,0.647,0.628
São Sebastião do AltoRJ,0.646,0.638
AlpercataMG,0.646,0.629
LontraMG,0.646,0.589
CarvalhosMG,0.646,0.667
CascavelCE,0.646,0.587
CacaulândiaRO,0.646,0.664
PiracemaMG,0.646,0.646
Vale VerdeRS,0.646,0.666
Santo AmaroBA,0.646,0.626
ItamarandibaMG,0.646,0.618
Fernandes TourinhoMG,0.646,0.608
PenaforteCE,0.646,0.566
LucréciaRN,0.646,0.624
XinguaraPA,0.646,0.671
São Miguel do GuaporéRO,0.646,0.644
Muniz FreireES,0.645,0.637
TaparubaMG,0.645,0.604
Tibau do SulRN,0.645,0.672
Vila Bela da Santíssima TrindadeMT,0.645,0.644
SimolândiaGO,0.645,0.595
General MaynardSE,0.645,0.609
Porto Alegre do TocantinsTO,0.645,0.586
Bocaina de MinasMG,0.645,0.665
Ouro BrancoRN,0.645,0.61
Tabuleiro do NorteCE,0.645,0.62
JatobáPE,0.645,0.604
São NicolauRS,0.645,0.658
Foz do JordãoPR,0.645,0.654
ParagominasPA,0.645,0.667
Águas FormosasMG,0.645,0.624
ManfrinópolisPR,0.645,0.642
Vera CruzBA,0.645,0.632
Fernandes PinheiroPR,0.645,0.647
DurandéMG,0.645,0.626
Antônio DiasMG,0.645,0.624
São João do PiauíPI,0.645,0.615
MutumMG,0.644,0.635
Crixás do TocantinsTO,0.644,0.603
ItacoatiaraAM,0.644,0.618
CrateúsCE,0.644,0.618
Messias TarginoRN,0.644,0.608
Diamante D'OestePR,0.644,0.647
ForquilhaCE,0.644,0.583
CristalRS,0.644,0.687
IaciaraGO,0.644,0.615
Senador FirminoMG,0.644,0.639
São Miguel do AntaMG,0.644,0.616
Engenheiro CaldasMG,0.644,0.632
Antônio JoãoMS,0.643,0.633
Rio CrespoRO,0.643,0.637
Monte CarloSC,0.643,0.648
Nova CrixásGO,0.643,0.674
SerranosMG,0.643,0.638
São ValérioTO,0.643,0.605
Rio LargoAL,0.643,0.616
TeixeirópolisRO,0.643,0.653
Alvorada D'OesteRO,0.643,0.654
CalçoeneAP,0.643,0.636
Mirante da SerraRO,0.643,0.673
LagoãoRS,0.643,0.641
Hulha NegraRS,0.643,0.653
Nova Brasilândia D'OesteRO,0.643,0.664
NazaréTO,0.643,0.584
JequitaíMG,0.643,0.605
Governador MangabeiraBA,0.643,0.594
CarmópolisSE,0.643,0.623
PalmeirasBA,0.643,0.608
ArgiritaMG,0.643,0.645
QuixeramobimCE,0.642,0.592
AmapáAP,0.642,0.631
Marechal DeodoroAL,0.642,0.641
Belém do São FranciscoPE,0.642,0.611
FlorâniaRN,0.642,0.611
Santa Rita do PardoMS,0.642,0.655
LaranjeirasSE,0.642,0.589
ItabaianaSE,0.642,0.645
AlmenaraMG,0.642,0.636
MangaMG,0.642,0.624
AlmeirimPA,0.642,0.659
CorrentePI,0.642,0.62
PassabémMG,0.642,0.631
Santana do SeridóRN,0.642,0.595
BabaçulândiaTO,0.642,0.589
BarrolândiaTO,0.642,0.6
São VicenteRN,0.642,0.606
Nova LaranjeirasPR,0.642,0.614
São Valério do SulRS,0.642,0.674
MaltaPB,0.642,0.62
Coração de JesusMG,0.642,0.575
NazaréBA,0.641,0.637
Barra do TurvoSP,0.641,0.625
ItacarambiMG,0.641,0.593
Nova PorteirinhaMG,0.641,0.584
Taquaritinga do NortePE,0.641,0.636
João LisboaMA,0.641,0.585
São MamedePB,0.641,0.617
AquirazCE,0.641,0.608
Alta Floresta D'OesteRO,0.641,0.657
Amparo do SerraMG,0.641,0.616
Campo Belo do SulSC,0.641,0.648
Primavera de RondôniaRO,0.641,0.645
Frei MartinhoPB,0.641,0.631
AxixáMA,0.641,0.535
CoxixolaPB,0.641,0.586
GoioximPR,0.641,0.593
Vitória de Santo AntãoPE,0.64,0.629
Bocaiúva do SulPR,0.64,0.679
Pedras AltasRS,0.64,0.647
Timbaúba dos BatistasRN,0.64,0.614
São DomingosBA,0.64,0.601
MacaíbaRN,0.64,0.613
ItaitubaPA,0.64,0.644
ItapipocaCE,0.64,0.562
CarmolândiaTO,0.64,0.621
Conceição do AraguaiaPA,0.64,0.631
Santa Maria do SuaçuíMG,0.64,0.629
FormosoMG,0.64,0.616
São Gonçalo do Rio PretoMG,0.64,0.593
Porto GrandeAP,0.64,0.61
São RomãoMG,0.64,0.586
Senador GuiomardAC,0.64,0.649
São João do ManteninhaMG,0.64,0.623
MachacalisMG,0.64,0.607
Catolé do RochaPB,0.64,0.617
Rio Branco do IvaíPR,0.64,0.624
RondolândiaMT,0.64,0.619
Ribeirão BrancoSP,0.639,0.592
Piedade de Ponte NovaMG,0.639,0.616
PaudalhoPE,0.639,0.612
AraguacemaTO,0.639,0.587
NioaqueMS,0.639,0.658
Novo AcordoTO,0.639,0.618
CaroebeRR,0.639,0.6
Dois Irmãos do BuritiMS,0.639,0.64
TeféAM,0.639,0.637
ApodiRN,0.639,0.611
DeltaMG,0.639,0.672
PalmitalPR,0.639,0.647
São Félix do CoribeBA,0.639,0.601
São FélixBA,0.639,0.582
LuzinópolisTO,0.639,0.593
UruburetamaCE,0.639,0.564
MariluzPR,0.639,0.653
Água BrancaPI,0.639,0.6
São Francisco de ItabapoanaRJ,0.639,0.618
Desterro de Entre RiosMG,0.639,0.607
Capitão EnéasMG,0.639,0.573
Bandeirantes do TocantinsTO,0.638,0.57
Simão PereiraMG,0.638,0.645
São João EvangelistaMG,0.638,0.62
GoianinhaRN,0.638,0.619
Rio MariaPA,0.638,0.651
PalhanoCE,0.638,0.572
Corumbataí do SulPR,0.638,0.632
CarbonitaMG,0.638,0.617
São FranciscoMG,0.638,0.595
Palmeira dos ÍndiosAL,0.638,0.625
SabinópolisMG,0.638,0.637
IbirapuitãRS,0.638,0.678
Vicente DutraRS,0.638,0.656
Bernardo SayãoTO,0.638,0.606
MoedaMG,0.638,0.657
São Domingos das DoresMG,0.638,0.602
BeberibeCE,0.638,0.585
UmburatibaMG,0.638,0.599
Ministro AndreazzaRO,0.638,0.647
WanderlândiaTO,0.638,0.619
CaraúbasRN,0.638,0.594
JaíbaMG,0.638,0.619
Alto ParaguaiMT,0.638,0.612
Nossa Senhora do LivramentoMT,0.638,0.6
Santo Amaro das BrotasSE,0.637,0.613
PinheiroMA,0.637,0.579
Pedro TeixeiraMG,0.637,0.587
CaculéBA,0.637,0.621
GuaramirangaCE,0.637,0.576
São Jerônimo da SerraPR,0.637,0.626
Capão Bonito do SulRS,0.637,0.654
Santa Terezinha do TocantinsTO,0.637,0.583
BonfimMG,0.637,0.669
Paula CândidoMG,0.637,0.632
ParacuruCE,0.637,0.597
ApuíAM,0.637,0.621
IrupiES,0.637,0.658
ItanhémBA,0.637,0.624
ValenteBA,0.637,0.623
Santa Bárbara do TugúrioMG,0.637,0.616
Guarani de GoiásGO,0.637,0.569
OratóriosMG,0.637,0.627
ItaperuçuPR,0.637,0.654
Joaquim FelícioMG,0.637,0.642
Capão do LeãoRS,0.637,0.662
UiraúnaPB,0.636,0.612
Nova LacerdaMT,0.636,0.643
SardoáMG,0.636,0.594
Felipe GuerraRN,0.636,0.582
CurionópolisPA,0.636,0.592
Tijucas do SulPR,0.636,0.679
AlmasTO,0.636,0.616
OlariaMG,0.636,0.638
RetirolândiaBA,0.636,0.579
São José do CerritoSC,0.636,0.618
IbotiramaBA,0.636,0.601
OrósCE,0.636,0.582
PindoretamaCE,0.636,0.581
Espigão Alto do IguaçuPR,0.636,0.632
Dores de GuanhãesMG,0.636,0.612
CandóiPR,0.635,0.655
Oliveira FortesMG,0.635,0.616
CantagaloPR,0.635,0.638
PiripiriPI,0.635,0.621
SurubimPE,0.635,0.617
Terra SantaPA,0.635,0.602
Martins SoaresMG,0.635,0.619
Santa CruzRN,0.635,0.597
São José do EgitoPE,0.635,0.602
SeabraBA,0.635,0.588
Chapada GaúchaMG,0.635,0.573
PacotiCE,0.635,0.571
ItuetaMG,0.635,0.64
TibauRN,0.635,0.627
Santa Rita do Novo DestinoGO,0.634,0.639
TaguatingaTO,0.634,0.628
CaranaíbaMG,0.634,0.593
PombalPB,0.634,0.629
ParaipabaCE,0.634,0.574
OeirasPI,0.634,0.619
Gramado XavierRS,0.634,0.681
Novo Horizonte do OesteRO,0.634,0.606
Vila PropícioGO,0.634,0.629
CarolinaMA,0.634,0.6
Itambé do Mato DentroMG,0.634,0.605
Nova RomaGO,0.634,0.594
Porto FirmeMG,0.634,0.615
Lagoa dos PatosMG,0.634,0.593
SerrinhaBA,0.634,0.615
GravatáPE,0.634,0.63
Santa Maria do TocantinsTO,0.634,0.6
Mundo NovoGO,0.634,0.642
ItagimirimBA,0.634,0.602
São João da LagoaMG,0.634,0.575
Entre FolhasMG,0.634,0.617
Conceição da FeiraBA,0.634,0.606
ItambacuriMG,0.634,0.616
TuparetamaPE,0.634,0.612
Conceição do Mato DentroMG,0.634,0.622
Vargem Grande do Rio PardoMG,0.634,0.563
TarumirimMG,0.633,0.614
TauáCE,0.633,0.585
Aral MoreiraMS,0.633,0.628
CaianaMG,0.633,0.631
GroaírasCE,0.633,0.585
Bom Jesus da LapaBA,0.633,0.615
Serranópolis de MinasMG,0.633,0.608
UrucâniaMG,0.633,0.628
Alto ParnaíbaMA,0.633,0.683
Pindaré-MirimMA,0.633,0.568
Santana da Boa VistaRS,0.633,0.63
ItapissumaPE,0.633,0.589
Santo Antônio do GramaMG,0.633,0.626
Farias BritoCE,0.633,0.541
Minas NovasMG,0.633,0.6
BocainaPI,0.632,0.614
